0.139	0.115	-0.553	0.876
0.146	-1.926	2.045	-0.539
0.155	-3.018	0.115	0.12
0.131	-3.207	2.962	1.157
0.139	-0.667	0.309	-0.562
0.14	2.555	2.175	-0.015
0.133	-0.863	-3.619	-0.621
0.161	3.011	0.454	-0.623
0.127	-1.139	1.561	-0.678
0.123	-2.076	-2.123	-2.027
0.154	-0.16	-4.573	-0.566
0.118	-0.109	-0.785	-0.929
0.146	2.014	-1.924	-1.347
0.143	-4.742	1.116	0.38
0.147	-1.22	-1.467	-0.676
0.153	0.34	1.888	-0.337
0.138	3.102	3.364	-0.181
0.163	0.161	2.335	-0.291
0.132	1.834	0.192	-1.752
0.147	-1.389	2.007	0.099
0.149	0.792	0.241	0.191
0.161	-1.144	-1.87	-1.014
0.129	-1.732	2.219	0.175
0.141	-1.692	-2.431	-0.338
0.158	-3.649	1.307	0.429
0.131	-1.069	-1.676	-0.631
0.155	1.006	-0.342	-1.271
0.167	-0.278	-1.905	-0.467
0.141	3.361	1.665	-0.062
0.148	-3.186	-1.692	-0.098
0.115	-0.72	1.91	-0.634
0.16	-1.46	2.59	0.239
0.156	-1.152	1.46	-0.254
0.127	1.588	-1.071	-0.657
0.154	-0.985	-2.367	-0.449
0.136	2.438	0.162	0.013
0.131	-2.103	0.616	-0.329
0.163	-1.276	1.279	-1.09
0.158	-0.317	3.424	0.166
0.122	1.226	-0.893	-0.315
0.179	1.423	0.187	-0.783
0.145	1.475	4.297	-0.897
0.143	-0.113	-0.368	-0.286
0.147	-0.042	0.303	-0.766
0.133	3.052	-2.166	-0.621
0.156	-4.548	-2.181	-2.334
0.159	-2.367	-2.076	-0.261
0.151	0.328	-2.146	-0.723
0.141	0.682	0.038	-0.958
0.148	2.165	-2.066	-0.169
0.151	-2.192	-0.355	0.103
0.14	0.355	1.077	-1.483
0.135	-2.757	0.585	-1.482
0.157	-0.07	0.795	-1.052
0.117	1.042	-0.258	-0.782
0.136	2.701	-1.982	-2.136
0.136	0.922	-1.351	0.16
0.142	1.15	1.169	-1.205
0.135	-1.319	3.253	0.202
0.158	-3.021	-0.46	-0.366
0.155	-1.827	0.905	-0.395
0.146	-1.993	-0.452	-1.158
0.16	0.223	-0.434	-1.187
0.146	1.546	-1.933	-0.272
0.121	-0.791	-0.088	0.113
0.117	0.722	2.255	-0.51
0.11	0.074	2.819	-0.049
0.138	-1.78	0.721	-0.092
0.151	1.753	-4.668	0.011
0.129	-0.776	4.372	-0.334
0.15	-0.259	1.246	0.035
0.131	-0.434	-0.199	-0.864
0.147	-0.354	-3.237	-0.087
0.135	-2.307	0.109	-0.725
0.14	-1.172	0.154	-0.953
0.158	1.178	-2.177	-0.476
0.172	-0.154	0.018	-0.416
0.135	-1.314	0.07	0.648
0.148	-0.002	1.443	-0.765
0.119	-0.374	-1.797	-1.326
0.124	0.189	-0.925	0.03
0.139	1.061	4.136	-1.049
0.144	-1.879	3.835	-0.496
0.155	-0.025	0.734	0.029
0.145	-0.198	1.306	-0.832
0.137	1.022	-2.194	-0.361
0.137	1.463	-2.219	0.056
0.153	-2.074	-1.13	-0.447
0.155	0.228	-0.174	0.914
0.141	-1.373	-1.375	-0.229
0.131	0.548	-1.116	-0.328
0.164	-0.608	-2.445	0.184
0.123	-1.155	-2.299	-1.448
0.159	-2.709	0.827	-1.403
0.143	-0.517	-1.65	-1.494
0.175	-0.11	0.914	-0.807
0.152	-0.295	0.842	-0.063
0.141	-1.794	-2.611	0.227
0.155	-0.586	-0.662	-1.348
0.123	-0.933	0.606	0.12
0.154	2.908	0.69	-0.448
0.126	-2.128	5.73	-0.26
0.139	-0.718	-0.338	-0.579
0.131	2.399	0.37	-0.956
0.129	-1.068	2.383	-0.547
0.151	0.12	-0.235	-0.51
0.156	1.014	-0.184	-0.679
0.131	-0.187	-1.458	-0.661
0.15	-2.526	2.937	-0.634
0.131	1.374	1.264	-0.511
0.151	-5.469	0.883	0.297
0.146	-1.506	-0.167	-0.436
0.15	-0.024	0.674	-0.931
0.159	-1.924	1.274	0.331
0.145	-1.827	0.17	-1.109
0.15	-2.55	1.471	-0.046
0.144	0.075	0.997	-0.129
0.149	-0.604	0.978	-0.976
0.138	-1.336	3.337	-0.231
0.148	2.47	-0.53	-0.382
0.133	0.547	-2.044	0.79
0.163	0.941	-1.148	0.089
0.128	-3.506	-0.357	-1.134
0.146	0.173	-2.368	-2.238
0.126	-1.6	0.253	-1.435
0.147	-2.487	1.256	-0.803
0.131	0.267	1.106	0.462
0.144	0.231	0.986	-0.313
0.132	0.63	-0.221	-0.74
0.131	-1.334	1.596	-0.153
0.145	1.142	0.5	-0.92
0.146	0.444	0.68	0.107
0.155	2.063	1.43	-1.421
0.146	4.193	0.975	0.757
0.138	0.962	-2.995	-0.548
0.136	1.036	-1.783	-0.259
0.148	-0.154	2.166	0.087
0.148	1.113	2.244	0.061
0.147	0.089	2.398	-0.305
0.163	0.791	-0.021	-0.948
0.161	0.332	-0.927	-1.01
0.13	-0.786	-0.525	-0.555
0.139	4.169	-1.27	-1.04
0.142	-1.367	0.074	-0.661
0.145	-2.687	0.367	-0.49
0.153	1.966	-1.871	0.015
0.138	0.7	1.009	-1.787
0.128	0.314	0.931	0.31
0.148	-2.198	2.26	-0.572
0.147	-3.15	0.241	-0.727
0.155	-0.413	1.017	-0.985
0.135	-0.27	0.26	-1.223
0.139	0.849	-1.313	-1.043
0.131	-2.046	1.721	0.36
0.146	0.792	-2.575	-1.64
0.138	-1.524	-1.326	-0.211
0.141	1.837	-2.875	-0.464
0.163	3.566	0.044	-0.301
0.147	-2.615	2.006	-1.468
0.151	2.116	-0.297	-0.471
0.144	-0.418	1.312	-0.561
0.142	0.669	1.114	-0.934
0.14	2.138	0.106	-0.418
0.139	-0.224	-1.067	0.263
0.163	0.66	-1.785	-1.242
0.138	-1.288	0.193	-0.622
0.136	-0.366	0.69	-0.78
0.164	-1.59	0.77	-0.41
0.146	0.496	-0.544	-1.724
0.126	-1.245	1.777	-0.843
0.141	2.538	-0.265	-0.881
0.162	0.644	-0.524	-0.692
0.146	0.1	-0.551	-1.297
0.149	-1.931	1.356	-0.402
0.147	0.155	-0.301	-1.222
0.149	2.974	-0.542	-1.561
0.139	-0.274	1.1	-0.693
0.141	0.414	-5.271	-0.948
0.159	0.584	-2.761	0.279
0.143	-1.637	-2.068	-1.793
0.144	-1.677	0.424	-0.774
0.177	-0.767	-2.412	-1.569
0.145	-1.895	1.511	-0.637
0.142	-2.995	-0.031	-1.791
0.135	0.28	-0.25	-0.021
0.172	1.005	-0.061	-0.256
0.154	2.433	0.051	0.375
0.135	0.187	0.03	-0.562
0.157	-1.968	-0.416	-0.484
0.142	0.481	-1.307	-0.086
0.143	-0.998	-0.624	-0.989
0.145	-1.084	1.564	-1.141
0.133	-1.113	-2.686	-0.437
0.123	-1.308	-1.754	-0.526
0.128	1.337	2.41	0.121
0.144	-2.093	0.11	-1.806
0.14	5.695	1.738	-0.261
0.148	-2.849	1.639	0.129
0.137	-1.681	-0.793	-0.177
0.132	2.556	-1.986	-0.358
0.135	1.623	-0.348	-0.484
0.15	-0.803	3.01	0.008
0.135	-1.229	2.654	0.22
0.147	-0.941	0.003	-0.2
0.146	1.029	3.199	-0.339
0.171	0.959	-1.771	-0.497
0.135	0.528	0.923	-0.62
0.151	-0.748	-0.256	-0.838
0.143	3.132	3.388	-0.532
0.141	4.358	-2.11	-0.559
0.17	1.937	-0.911	-1.115
0.147	1.706	-0.146	0.189
0.129	-1.977	-0.822	-0.567
0.144	0.862	-2.663	0.363
0.149	-2.992	2.646	-1.179
0.15	0.275	0.692	-0.489
0.147	0.847	0.568	-1.03
0.151	1.943	4.528	0.485
0.142	-0.11	-0.532	-0.613
0.123	-1.029	-0.271	-0.657
0.169	1.291	-1.227	-0.981
0.159	1.048	-1.235	-0.896
0.159	1.563	-0.041	-0.832
0.135	1.544	1.637	-0.943
0.137	-1.163	1.965	-0.102
0.151	-0.344	0.575	-0.407
0.133	1.958	0.706	-0.79
0.164	-0.211	-3.622	0.032
0.162	2.188	1.864	-0.076
0.161	-0.184	1.106	-0.308
0.142	2.106	-0.392	-0.204
0.15	-1.616	-3.225	-0.909
0.133	3.936	0.355	-1.147
0.146	2.378	-0.698	-0.095
0.127	3.99	-0.484	-0.452
0.148	-1.057	0.139	-1.191
0.156	-0.41	2.181	-0.479
0.136	-0.335	-0.883	-0.802
0.154	1.586	-0.232	-1.017
0.132	0.167	1.311	-1.573
0.144	-0.159	-1.142	-0.554
0.148	2.373	-2.627	-0.467
0.127	0.357	-3.064	-0.987
0.123	1.601	-0.224	-0.435
0.145	1.698	-0.347	0.476
0.147	0.606	0.522	-1.061
0.126	-1.213	0.445	-0.826
0.153	0.379	-3.88	-0.704
0.124	1.543	1.88	-1.364
0.146	-0.073	2.089	-0.666
0.131	-0.822	1.386	-1.179
0.151	-0.424	2.73	-1.207
0.123	-0.572	1.165	0.108
0.164	1.363	0.608	-0.759
0.141	-0.037	1.723	-0.217
0.134	-1.311	-0.323	-0.564
0.172	-1.676	1.047	-0.155
0.144	-3.197	-1.904	-1.329
0.127	-2.822	3.026	-0.293
0.157	-3.558	2.796	-0.683
0.159	0.496	-1.196	-1.294
0.122	-0.573	-1.064	-1.691
0.135	1.095	3.94	0.202
0.136	1.156	-0.976	0.103
0.166	0.042	1.574	-1.431
0.127	-0.217	3.891	-0.777
0.143	-0.09	-1.559	-1.32
0.123	-0.704	-1.104	-0.867
0.142	1.081	-2.425	0.283
0.154	0.1	-1.147	-1.244
0.146	-1.343	-0.548	-0.352
0.141	-2.973	-0.993	0.526
0.161	3.704	-0.883	0.227
0.148	0.227	-0.282	-0.865
0.153	-0.461	-0.027	-0.446
0.139	1.66	2.236	-0.252
0.145	-1.757	1.064	-0.454
0.159	0.42	-0.247	-1.485
0.159	-1.93	0.226	-0.913
0.152	-0.961	-2.134	-1.171
0.149	-1.418	1.439	-0.713
0.143	-0.07	0.33	-0.707
0.116	-0.715	-1.963	-0.372
0.134	0.265	-0.218	-0.561
0.151	0.232	-2.665	-0.483
0.147	0.842	1.275	-0.613
0.135	0.342	1.291	-0.293
0.143	-1.504	0.013	-1.613
0.131	-0.495	-0.581	-0.871
0.168	-2.058	-1.758	-0.867
0.141	-1.968	-0.966	-1.482
0.139	-0.224	0.479	-0.189
0.126	-0.621	1.023	-0.137
0.154	1.775	1.696	0.251
0.139	0.82	-0.208	0.374
0.153	1.036	0.775	-1.937
0.144	3.696	-3.532	-1.215
0.144	3.224	3.921	-0.359
0.144	0.164	-0.271	-0.467
0.137	-0.657	-1.424	-0.75
0.151	0.521	-1.015	-0.297
0.139	0.858	-0.573	-0.633
0.129	2.421	-1.023	-0.875
0.166	-1.638	0.425	-1.08
0.136	-2.432	-0.856	-1.563
0.161	-0.351	1.28	-0.437
0.167	0.537	1.402	-0.216
0.139	-1.083	-1.992	-1.555
0.139	-1.827	1.943	-0.307
0.132	5.114	2.255	0.282
0.144	0.842	1.186	-0.717
0.138	-1.212	-0.752	-0.686
0.143	-1.406	-0.642	-0.248
0.138	-0.12	0.875	-0.107
0.151	-2.525	1.957	-0.947
0.134	-1.046	1.128	-0.095
0.115	-1.273	0.821	-0.309
0.151	1.197	3.382	0.918
0.151	-1.61	-1.502	-0.658
0.132	1.233	-2.087	-1.671
0.137	2.089	-2.42	-0.978
0.171	-0.108	4.035	-0.651
0.14	-1.308	0.642	-0.458
0.14	0.152	-0.12	-1.011
0.152	1.854	2.161	-0.016
0.149	-1.147	-1.061	-1.154
0.134	0.333	0.215	-1.344
0.13	-0.094	1.227	-0.497
0.134	-0.254	-0.523	-0.178
0.136	-0.214	-2.506	-0.029
0.151	-0.74	-0.51	-0.409
0.132	1.77	-0.078	-0.308
0.139	-0.737	1.155	-1.085
0.16	-3.476	1.265	0.343
0.136	0.786	-0.849	-2.495
0.14	2.566	-0.042	-0.062
0.171	-1.036	-0.116	-1.526
0.166	-0.836	0.883	-0.378
0.162	0.924	0.581	-0.629
0.177	-2.155	1.516	-0.077
0.147	0.196	1.123	-0.488
0.136	1.067	1.948	-0.557
0.157	0.262	-0.284	0.556
0.162	1.271	-2.761	-0.417
0.149	0.523	-3.128	-0.474
0.143	-0.938	0.955	-1.714
0.158	0.604	-1.723	-0.331
0.138	-0.15	0.175	-1.064
0.163	1.811	-0.898	-0.318
0.135	0.475	-0.925	-0.196
0.119	-0.021	3.181	-0.984
0.151	-1.704	-0.233	-1.272
0.15	0.166	2.085	-0.827
0.152	-0.037	-0.709	-0.228
0.147	2.699	1.909	0.699
0.155	0.818	0.101	-0.636
0.123	-2.033	1.249	0.323
0.139	0.733	-0.27	-0.913
0.156	0.062	1.705	0.237
0.147	-3.608	0.258	-0.467
0.143	-2.137	2.784	-0.818
0.134	0.392	0.492	-0.333
0.163	0.535	-1.516	-0.864
0.149	-1.697	0.592	-0.554
0.159	-0.009	-0.224	-0.569
0.136	0.305	-3.261	-0.988
0.15	-0.64	-1.209	-1.424
0.15	2.528	-0.703	-0.361
0.142	-2.335	0.707	-1.297
0.155	1.621	-0.638	-0.8
0.139	-1.541	0.641	-0.723
0.122	-1.413	-0.681	-0.301
0.147	-0.178	-0.974	-0.606
0.145	3.601	-1.067	-0.34
0.147	-2.344	-1.087	-0.909
0.142	-1.64	-3.281	-0.426
0.142	0.2	-1.6	-0.818
0.14	0.001	-0.327	-1.012
0.154	-4.703	-0.734	-1.027
0.148	0.728	-2.982	-0.912
0.127	0.836	-1.028	0.309
0.143	-2.387	-1.082	-1.185
0.148	-1.683	-2.462	-1.251
0.147	-1.169	1.454	-0.821
0.156	1.348	-2.867	0.321
0.137	-0.754	0.192	0.023
0.165	-0.64	0.338	-0.668
0.146	0.507	2.285	-0.203
0.136	0.223	2.268	-1.044
0.151	0.716	1.103	-1.233
0.134	-3.499	4.014	0.293
0.138	-2.328	-0.993	-0.975
0.136	0.367	0.133	-1.003
0.156	-1.469	-1.23	-0.403
0.139	-3.189	0.483	-1.193
0.131	1.428	-0.265	-0.5
0.141	2.077	-0.175	-0.926
0.156	-0.317	3.338	-0.374
0.133	0.153	4.884	-1.173
0.133	0.442	1.537	-0.129
0.15	-1.208	-0.848	-1.262
0.151	0.322	0.914	-0.451
0.159	-0.088	-0.922	-0.4
0.152	-1.991	0.339	-0.56
0.154	-2.959	0.939	-0.504
0.143	-0.005	-0.462	-1.669
0.131	1.378	-2.045	-1.538
0.143	1.427	0.274	0.009
0.153	0.891	0.349	-0.628
0.157	-0.478	-0.017	-0.434
0.141	1.397	-2.652	-0.749
0.148	1.659	1.239	-0.148
0.158	-0.056	-1.915	-0.516
0.163	1.038	0.388	-0.454
0.16	2.054	-0.41	-0.199
0.153	-1.136	-3.115	0.162
0.154	0.823	0.491	0.132
0.162	-0.528	1.082	-0.283
0.144	1.094	1.07	-0.574
0.146	-2.326	3.061	-0.303
0.126	-3.963	-1.158	-0.353
0.123	1.556	-0.734	-0.652
0.135	0.674	-0.027	-0.255
0.134	-3.03	-0.016	0.754
0.147	1.438	-3.481	-1.211
0.166	-5.3	2.013	-0.466
0.143	-1.06	0.851	0.919
0.134	0.016	-1.02	0.031
0.122	-2.782	1.654	-0.547
0.153	-0.914	-2.69	-1.33
0.126	0.339	1.459	-1.321
0.143	-1.519	0.043	-0.558
0.134	-0.761	2.232	-0.871
0.155	0.811	0.154	-0.246
0.148	-2.093	1.261	-0.756
0.171	1.552	1.103	-0.291
0.155	-1.169	1.029	-0.687
0.15	3.132	0.649	-0.725
0.124	2.36	0.292	-0.424
0.128	-0.497	-4.924	-0.395
0.153	0.449	0.423	-0.612
0.15	-1.145	-1.688	-0.411
0.134	-2.453	2.088	-0.333
0.17	-1.477	-0.704	0.005
0.162	-1.126	-1.104	-0.914
0.131	1.372	-1.732	-0.426
0.152	0.789	-2.48	-0.024
0.143	1.58	2.905	-0.041
0.128	-2.66	3.194	-0.871
0.153	-1.674	0.768	-0.799
0.158	-1.447	-0.649	-1.421
0.152	0.672	-0.071	-0.516
0.147	-0.69	-0.604	-1.14
0.161	-0.854	1.686	0.008
0.135	3.584	-2.522	-0.095
0.127	-1.709	1.459	0.529
0.151	-0.874	-0.067	-0.485
0.141	-2.711	-0.596	-1.365
0.141	4.493	2.499	-0.652
0.159	-1.4	2.423	0.711
0.14	0.749	0.349	0.065
0.148	-0.904	-1.237	-0.797
0.151	-1.442	-1.475	-0.074
0.147	-1.052	0.753	-0.073
0.152	-2.081	0.375	-0.245
0.163	-1.094	0.736	-0.462
0.143	-0.919	1.438	-0.078
0.153	-1.362	0.83	-0.705
0.149	-0.274	-0.698	0.133
0.164	-0.243	-0.788	-0.595
0.151	0.012	0.114	0.265
0.151	0.697	0.641	-1.222
0.163	0.428	0.988	-1.081
0.131	0.405	-0.723	-1.511
0.161	2.473	-2.121	-1.256
0.176	0.705	2.065	-0.851
0.138	-1.902	-0.325	-0.714
0.156	1.023	-1.269	-0.576
0.127	-0.453	2.043	-0.233
0.139	0.844	-0.851	0.475
0.154	-2.029	-0.183	-0.998
0.137	0.249	2.056	0.36
0.118	0.421	-0.964	-0.418
0.161	-3.225	0.453	0.286
0.141	-1.534	-0.559	-0.818
0.157	0.713	-2.33	-0.992
0.162	-0.256	1.14	-0.624
0.139	0.074	0.982	-0.766
0.115	0.369	1.013	-0.674
0.123	-1.316	0.927	-0.734
0.149	-1.585	-2.417	-1.253
0.157	0.923	3.322	0.043
0.143	1.458	0.354	0.052
0.148	-0.651	-0.518	-0.654
0.147	2.033	5.147	-0.862
0.143	-0.187	-0.76	-0.869
0.136	-0.932	2.889	0.178
0.129	0.167	0.194	0.034
0.183	-0.264	0.675	0.184
0.152	1.667	-0.082	-0.161
0.165	2.498	-3.77	-0.078
0.155	-1.065	-0.283	-0.906
0.139	-1.33	-2.546	-1.616
0.148	1.234	1.293	-0.417
0.165	1.256	-1.037	0.053
0.125	0.406	1.925	-0.745
0.14	-0.619	-2.586	0.218
0.163	-3.668	1.356	-0.349
0.152	1.026	0.925	-0.967
0.125	0.65	-2.808	-1.21
0.152	1.106	2.046	0.304
0.135	-1.533	-0.413	-0.93
0.138	-1.06	2.479	-0.539
0.129	0.025	-1.316	-0.847
0.131	1.039	0.037	-0.242
0.125	-2.501	-3.363	-0.633
0.139	0.209	0.133	-1.251
0.155	-0.166	0.552	-0.633
0.154	1.701	-2.378	-0.496
0.168	0.122	-2.001	-0.738
0.133	-1.912	0.882	0.254
0.162	1.635	-0.119	-0.279
0.141	2.418	3.771	0.304
0.16	-1.605	0.604	-1.221
0.157	1.537	-0.934	-1.117
0.163	-3.387	-1.161	-0.915
0.155	-4.943	1.868	-1.954
0.13	1.069	0.842	-0.721
0.124	-1.534	-1.637	-0.756
0.156	2.446	-1.61	-0.286
0.139	1.113	-0.083	-0.645
0.154	-0.402	-1.071	0.074
0.162	1.58	0.033	-0.215
0.151	0.847	1.343	-0.498
0.151	-2.337	-0.293	-1.166
0.151	0.75	-0.187	-0.785
0.151	-3.118	-1.122	-0.76
0.151	1.143	-1.21	0.133
0.166	1.792	0.059	-0.288
0.138	-1.656	-2.575	-0.688
0.146	0.138	-1.603	-0.766
0.151	0.087	-4.463	-1.142
0.135	0.919	-0.422	-0.675
0.166	0.249	-0.084	-1.503
0.154	2.913	0.498	-0.873
0.119	0.783	-1.456	-0.134
0.151	1.796	0.926	0.839
0.159	0.455	1.089	-1.511
0.135	0.764	0.965	-0.28
0.137	-2.992	-0.31	-1.468
0.149	1.673	-1.186	-0.418
0.156	-1.586	-1.941	-0.233
0.132	-2.45	1.811	-1.497
0.126	1.386	0.44	-0.037
0.155	-1.309	0.626	-0.305
0.145	0.573	-0.308	-0.843
0.158	0.172	3.393	-0.129
0.166	-0.892	4.497	0.393
0.149	-0.789	1.308	-0.888
0.142	0.231	-1.581	-0.301
0.163	2.598	1.749	-0.28
0.143	-0.781	1.692	-1.879
0.146	1.916	1.133	-0.719
0.139	2.041	-2.639	-0.899
0.131	-0.495	-1.452	-0.334
0.14	0.906	2.994	-0.444
0.153	-0.681	2.579	-1.047
0.147	-0.931	-1.339	-0.495
0.162	2.094	2.038	-0.091
0.142	1.183	0.194	-0.362
0.143	0.393	-0.923	-0.71
0.127	-1.209	1.343	-0.533
0.125	-1.051	3.308	-0.188
0.167	-0.342	-0.958	-0.476
0.142	1.31	0.723	0.098
0.143	-2	1.434	-1.406
0.147	2.938	-2.596	-1.287
0.125	-0.827	-1.206	-0.791
0.159	1.444	0.562	-0.432
0.143	2.028	0.56	-0.254
0.143	-0.984	0.607	-0.44
0.143	-0.857	0.935	-0.302
0.143	1.051	1.324	-0.374
0.163	-4.488	0.818	-0.689
0.117	0.343	1.191	-0.094
0.148	-1.55	-1.814	-1.525
0.154	-1.072	-0.21	-1.084
0.138	-0.416	-2.06	-0.868
0.136	1.855	1.395	-0.343
0.127	1.11	-2.184	-0.895
0.15	0.563	0.147	0.309
0.155	0.288	-1.877	-0.773
0.145	0.707	-1.577	-0.836
0.128	0.558	2.679	-0.506
0.14	-1.161	-0.792	-0.56
0.146	-4.452	-1.403	-2.177
0.132	2.038	0.053	-0.075
0.147	-2.54	-0.69	-0.455
0.156	0.439	1.915	-0.351
0.151	-1.602	2.159	0.009
0.151	-2.666	-1.704	-0.246
0.143	0.425	-1.145	-1.11
0.133	1.283	1.962	0.146
0.167	-0.557	0.083	-0.513
0.142	-2.027	-0.368	-1.154
0.147	-0.267	-0.797	-0.542
0.168	-3.189	-2.756	0.326
0.163	0.147	-0.98	-0.654
0.155	-0.593	-1.608	-0.646
0.143	-2.226	-0.011	-0.633
0.139	-0.581	1.212	0.704
0.149	-2.393	0.676	-0.13
0.171	1.476	0.277	-0.938
0.144	2.6	-0.845	-1.214
0.156	0.276	-0.955	-0.413
0.139	-0.451	-3.153	-2.277
0.135	-0.266	-0.332	-0.609
0.16	0.102	0.725	-0.055
0.143	-0.228	-0.907	-1.435
0.143	1.845	0.006	-0.269
0.139	-0.723	-2.121	-1.392
0.147	1.073	-0.192	-0.262
0.137	-3.086	-0.505	-0.421
0.148	0.354	-1.055	-0.743
0.154	-0.237	-1.08	-1.164
0.135	0.14	-1.32	-0.465
0.152	1.609	-1.166	-0.498
0.129	2.352	3.213	-0.001
0.127	-0.349	0.04	-0.99
0.153	-1.672	1.181	-0.831
0.15	1.194	-0.507	-1.115
0.165	2.269	0.126	0.082
0.135	0.398	-0.01	-0.664
0.177	0.344	-0.845	-1.216
0.159	0.523	-3.122	-0.677
0.151	-1.183	-2.475	-0.961
0.127	1.195	-0.706	-0.326
0.124	-1.795	-0.9	-0.803
0.159	-0.751	0.778	-1.858
0.13	0.289	-0.164	-0.879
0.156	-3.356	-1.067	-0.9
0.131	0.807	-1.68	-0.689
0.146	-0.831	-1.48	-0.148
0.181	-2.346	-1.315	-0.792
0.151	-0.429	-1.491	-0.178
0.167	0.167	2.184	-0.571
0.169	1.208	1.519	-0.639
0.156	-2.391	0.793	-1.781
0.16	0.344	-1.836	-0.823
0.147	-0.822	-0.575	-0.59
0.151	-0.045	-1.352	-0.353
0.161	-2.118	0.129	-0.063
0.142	2.374	4.246	0.204
0.148	-0.416	0.247	-0.388
0.152	-0.335	-1.734	-0.751
0.133	-0.052	-0.88	0.183
0.14	1.938	-1.841	-0.434
0.145	-1.292	2.348	-1.246
0.151	-0.11	1.916	-0.669
0.134	-3.334	-1.424	-0.675
0.147	-0.611	-3.08	-0.301
0.147	-0.559	-0.615	-0.768
0.151	-2.019	1.304	-0.822
0.145	0.548	0.858	0.509
0.139	2.014	-1.808	-0.183
0.147	0.664	-0.315	-1.114
0.143	-1.998	0.588	-0.548
0.152	1.125	1.005	-0.797
0.157	1.065	-0.337	-0.525
0.142	-0.182	-2.527	-0.253
0.159	-0.423	-1.667	-0.848
